Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
celestial-mushroom-kiss-lock-bag-in-linen-cotton-blend-material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/b364b5a27fa5f05ccfa9b78b5443e7625d54f9e3c9249bc8dd1823584e0d487e_269d4a17-055f-40ab-8fc8-1f5634fb296d.jpg?v=1774041284,4,Celestial mushroom kiss lock bag in linen cotton blend for gothic mystical alternative fashion,,,,,,,,,,,,,,,
celestial-dragon-kiss-lock-bag-in-linen-cotton-blend,Celestial Dragon Kiss Lock Bag in Linen Cotton Blend,"Show off your love for the mystical dragon fairy tale with this bag. This is a kitch piece of accessory with embroidered details of celestial elements and dragon. This bag blends beautiful artwork of fairy tale with vintage elegance, perfect for those who appreciate unique and eye-catching accessories. It is a great gift for romance fantasy book lover, Christmas, White elephant gift exchange and birthday.

Vintage metal detailing

Kisslock closure
Polkadot fabric lined interior
Interior zippered pocket

Can be used as a handheld bag or a shoulder bag
Includes a detachable 5in faux leather strap and a detachable 26in chain strap

High quality cotton and linen blend material

Measures approximately 
Length: 9.5in 
Width: 1.5in 
Height: 7in",COMECO INC,Uncategorized,,,true,Title,Default Title,,,,,,,,85823cn,340.1942775,shopify,deny,manual,40.00,,true,true,,,,,'789504228898,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_d254d392-2243-4a53-861c-712f5ec4fff9.png?v=1774041296,1,Celestial dragon kiss lock bag in natural linen cotton blend for gothic alternative accessories,false,Gothic Dragon Kiss Lock Bag | Celestial Linen Cotton,Celestial dragon kiss lock bag in linen cotton blend. Gothic alternative accessory for the darkly mystical fashion lover.,,,,,,,,,lb,,20.00,active
celestial-dragon-kiss-lock-bag-in-linen-cotton-blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/adafb779224133d9b506dcae67cead5f05e7167e93fda85affb832a5a2bd7c03.jpg?v=1774041296,2,Celestial dragon kiss lock bag in natural linen cotton blend for gothic alternative accessories,,,,,,,,,,,,,,,
celestial-dragon-kiss-lock-bag-in-linen-cotton-blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/b364b5a27fa5f05ccfa9b78b5443e7625d54f9e3c9249bc8dd1823584e0d487e.jpg?v=1774041296,3,Celestial dragon kiss lock bag in natural linen cotton blend for gothic alternative accessories,,,,,,,,,,,,,,,
celestial-kisslock-bag-in-linen-blended-fabric,Celestial Kisslock Bag in Linen Blended Fabric,"Celestial Kisslock Bag

Embrace celestial beauty with the Celestial Kisslock Bag, an enchanting accessory that captures the mystical allure of the cosmos. This bag combines celestial motifs with vintage-inspired design elements, making it perfect for those who appreciate cosmic themes and unique, eye-catching accessories.

Uniquely embroidered gold celestial design

Vintage metal detailing

Kisslock closure
Polkadot fabric lined interior
Interior zippered pocket

Can be used as a handheld bag or a shoulder bag
Includes a detachable 5in faux leather strap and a detachable 26in chain strap

High quality cotton and linen blend

Measures approximately 
Length: 9.5in 
Width: 1.5in 
Height: 7in",COMECO INC,Uncategorized,,,true,Title,Default Title,,,,,,,,82313CN,317.514659,shopify,deny,manual,36.00,,true,true,,,,,'789504223077,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_fd64c460-8eed-4bfd-aae0-62661a51590d.png?v=1774041309,1,Celestial design kiss lock bag in natural linen blended fabric for gothic alternative fashion,false,Gothic Celestial Kisslock Bag | Linen Blended Fabric,Celestial design kiss lock bag in linen blended fabric. Gothic alternative accessory for dark mystical fashion.,,,,,,,,,lb,,18.00,active
celestial-kisslock-bag-in-linen-blended-fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/475207cd06070f091ada642e2dcb9cbd11992a892717c202e1ae33dbddcaa38c.jpg?v=1774041309,2,Celestial design kiss lock bag in natural linen blended fabric for gothic alternative fashion,,,,,,,,,,,,,,,
celestial-kisslock-bag-in-linen-blended-fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/10add9cd76ef211e705bbd78e36bf877c5b35e0e1445e03216b381247822f5db.jpg?v=1774041309,3,Celestial design kiss lock bag in natural linen blended fabric for gothic alternative fashion,,,,,,,,,,,,,,,
celestial-kisslock-bag-in-linen-blended-fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/287545e47b009af4bc21aded36a1fb25d1225a359bb8559c3caa05cdcfd5f144.jpg?v=1774041309,4,Celestial design kiss lock bag in natural linen blended fabric for gothic alternative fashion,,,,,,,,,,,,,,,
hollow-moon-earrings-modern-witchy-jewelry,Hollow Moon Earrings: Modern Witchy Jewelry,"An abstract moon shaped earring, and one of our personal favorites from the Fall 2025 collection. Once you put them on, you won't want to take them off. And speaking from experience, they're comfortable enough to sleep in 😋

Drop: 1""

Materials: 14kt gold plated brass moon earrings with S925 Silver ear pins

Assembled in our Boston, MA office.",The Gilded Witch,Uncategorized,,,true,Title,Default Title,,,,,,,,GW-HME-OS,0.0,shopify,deny,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_e59834c8-6925-429c-9120-de97d2b1498a.png?v=1774041340,1,Delicate hollow crescent moon earrings in silver finish for modern witchy gothic jewelry,false,Gothic Moon Earrings | Hollow Moon Witchy Jewelry,Delicate hollow moon earrings. Modern witchy gothic jewelry for dark alternative fashion and everyday occult style.,,,,,,,,,lb,,9.00,active
hollow-moon-earrings-modern-witchy-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/39dac579302cc0acda1f311a2d1df12d8e6087a76945ab59bb739805ff0426bb.jpg?v=1774041340,2,Delicate hollow crescent moon earrings in silver finish for modern witchy gothic jewelry,,,,,,,,,,,,,,,
hollow-moon-earrings-modern-witchy-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/657c9f1e28424c5c5fd5898ed6449827c256977758ec1a978d0ec6d1a41115f5.jpg?v=1774041340,3,Delicate hollow crescent moon earrings in silver finish for modern witchy gothic jewelry,,,,,,,,,,,,,,,
hollow-moon-earrings-modern-witchy-jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7cf778d32283e9f297ca80cab2b4a31ffbd81b71b565d2b0057a680eb85dde87.jpg?v=1774041340,4,Delicate hollow crescent moon earrings in silver finish for modern witchy gothic jewelry,,,,,,,,,,,,,,,
bat-candle-holder,Bat Candle Holder,A metal candle holder that coordinates well with décor from our Halloween Collection. Seasonal candle holder features a classic candlestick design in matte black with a bat shaped holder on top. Our Bat candle holder fits standard taper candles in the top of each bat wing and can free-stand on flat surface for display. Candles pictured not included. A fun Halloween home accent perfect for adding natural lighting to any space.,Primitives by Kathy,Uncategorized,,,true,Title,Default Title,,,,,,,,'121455,544.310844,shopify,deny,manual,28.75,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_3bfb2fd0-89c0-4d54-8410-0ebfb5562b65.png?v=1774038977,1,Gothic black bat candle holder for dark ritual altar and home decor display,false,Gothic Bat Candle Holder | Dark Ritual Home Decor,Striking gothic bat candle holder. Dark home decor and ritual altar statement piece for gothic and alternative interiors.,,,,,,,,,lb,,12.50,active
bat-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6ab244f6c9ad2e53127dad39bdb51b7331ec527f53942359a09617fdcfc38256.jpg?v=1774038977,2,Gothic black bat candle holder for dark ritual altar and home decor display,,,,,,,,,,,,,,,
bat-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/4169523b0a046e56c2b4ffde49c6de08cbd65fea26eb033b5cdf7407aaf40516.jpg?v=1774038977,3,Gothic black bat candle holder for dark ritual altar and home decor display,,,,,,,,,,,,,,,
bat-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_44cbad9a-1af1-49dc-95c4-023e452bdd23.png?v=1774034389,4,Gothic black bat candle holder for dark ritual altar and home decor display,,,,,,,,,,,,,,,
taper-candle-holder-set,Taper Candle Holder Set,A set of metal candle holders from our Halloween Collection including three holders of different height. Candle holders feature matte black metal with top that fits standard taper candles. Candles not included. Our Taper candle holder set is perfect for a seasonal home accent.,Primitives by Kathy,Uncategorized,,,true,Title,Default Title,,,,,,,,'116759,743.8914868,shopify,deny,manual,55.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_923a0af0-1e2e-4d18-acec-c153b88aca44.png?v=1774038999,1,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,false,Gothic Taper Candle Holder Set | Dark Home Decor,"Elegant gothic taper candle holder set. Atmospheric dark home decor for ritual, entertaining, and gothic interiors.",,,,,,,,,lb,,24.00,active
taper-candle-holder-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/dd959d880eb114395fada3ba06988b431d5170e97027c397783beebf07612e22.jpg?v=1774038999,2,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,,,,,,,,,,,,,,,
taper-candle-holder-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/ff451d8a62e6860462dd5fdec9497fc16610c682dcf53485d5c94d1a568a48fc.jpg?v=1774038999,3,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,,,,,,,,,,,,,,,
taper-candle-holder-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/49b3317d7806f4f82ce3305f76c7dc343bd9c800a67291387e677938894b5c30.jpg?v=1774038999,4,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,,,,,,,,,,,,,,,
taper-candle-holder-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c9b094e2e13bbea9bbadafa6464f1df537d67c859e1bb919d745c72e1a99d2d6.jpg?v=1774038999,5,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,,,,,,,,,,,,,,,
taper-candle-holder-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_be0a5bcb-dd6e-487a-a03d-f5eba7970140.png?v=1774038999,6,Gothic taper candle holder set in dark metal finish for atmospheric home decor and ritual,,,,,,,,,,,,,,,
moon-and-stars-pillow,Moon And Stars Pillow,A decorative pillow from our Mystical Collection displaying moon and star designs embroidered in metallic gold thread on green velvet. Moon pillow features coordinating green velvet on the back. Our Moon And Stars pillow includes a zipper to easily remove and clean machine-washable pillow cover. Stylish pillow contains polyester filling and is shipped vacuum-sealed for protection and storage. A stylish home accent perfect for adding personality to any room.,Primitives by Kathy,Uncategorized,,,true,Title,Default Title,,,,,,,,'122260,204.1165665,shopify,deny,manual,41.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_7e05463c-b320-4e42-8af6-29c584be8520.png?v=1774045787,1,Gothic moon and stars celestial pillow in dark fabric for alternative bedroom and lounge decor,false,Gothic Celestial Pillow | Moon and Stars Dark Decor,"Moon and stars gothic celestial pillow. Dark mystic home decor for gothic bedrooms, lounges, and alternative living spaces.",,,,,,,,,lb,,18.00,active
moon-and-stars-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2f536b17fdc0ea59c588741c238a7c1b8edf59216ca687d48fbe1c2fee5ca0ed.jpg?v=1774045787,2,Gothic moon and stars celestial pillow in dark fabric for alternative bedroom and lounge decor,,,,,,,,,,,,,,,
moon-and-stars-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/02d8578fab74396777f063418ccc56bdeebfe220a8cb9958a3dc0a31d256c876.jpg?v=1774045787,3,Gothic moon and stars celestial pillow in dark fabric for alternative bedroom and lounge decor,,,,,,,,,,,,,,,
moon-and-stars-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/f4c0af27fce98fd8926fe94875f99fa0b876d7b702b2c3e4b904a5f7abc13f27.jpg?v=1774045787,4,Gothic moon and stars celestial pillow in dark fabric for alternative bedroom and lounge decor,,,,,,,,,,,,,,,
moon-and-stars-pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/ae311cc743a14fd8033475d1f86dcf31cf46c2e2d665ac216043870f96c77349.jpg?v=1774045787,5,Gothic moon and stars celestial pillow in dark fabric for alternative bedroom and lounge decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,Bird Branch Candle Holder,A metal candle holder that coordinates well with décor from our Easter &amp; Spring Collection. Candle holder features a primitive inspired design that emulates a tree with sculpted birds and leaves on the branches. Our Bird Branch candle holder fits up to three standard taper candles and can free-stand on flat surface. Candles pictured not included. A rustic home accent perfect for adding natural lighting to any space.,Primitives by Kathy,Uncategorized,,,true,Title,Default Title,,,,,,,,'117597,512.5593781,shopify,deny,manual,44.85,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_ca48a535-6300-4382-9ada-4551c92cceaf.png?v=1774039023,1,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,false,Gothic Bird Candle Holder | Dark Ritual Home Decor,Atmospheric bird branch candle holder. Gothic nature-inspired dark home decor for ritual and alternative interiors.,,,,,,,,,lb,,19.50,active
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6c9772faa2614174a22eef2eb29556c829fff5e5d55182e11d8eb6bcd77f70fa.jpg?v=1774039023,2,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/e4c3b3761b84e93588550642afd53cb899f6283e7ba4e48165defbb21f596364.jpg?v=1774039023,3,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/904a3604d2d1b30d4a4d8fe1aa616391090980311dbe956615d70c59ef46ec76.jpg?v=1774039023,4,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/b8024529ee32653b40f90000f317ad8fc5ede29a8bb6e419a2a1265bcbc9082a.jpg?v=1774039023,5,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1b9a5267adf5660abf8afdf3b8b034c6ea61621a5900da95116405c045336665.jpg?v=1774039023,6,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
bird-branch-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_6d104c40-159b-45c4-96a2-42f72c9e453b.png?v=1774034547,7,Atmospheric bird branch candle holder in dark finish for gothic ritual and home decor,,,,,,,,,,,,,,,
black-gothic-coffin-shaped-gothic-trinket-tray,Black Gothic Coffin Shaped Gothic Trinket Tray,"Serve up gothic vibes with this black MDF coffin-shaped tray. Ideal for displaying candles, drinks, or small ornaments, it’s a standout piece for any spooky yet stylish home. Designed by Something Different Wholesale and part of the Pretty Deadly collection of girly goth accessories and gifts.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,DE_96425,175.0,shopify,deny,manual,14.40,,true,true,,,,,'5056131165120,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_3422b0e5-d315-44f3-889c-687d013268b0.png?v=1774045807,1,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,false,Gothic Coffin Trinket Tray | Dark Altar Vanity Decor,Black coffin-shaped gothic trinket tray. Dark altar and vanity decor for gothic home interiors and alternative spaces.,,,,,,,,,g,,6.00,active
black-gothic-coffin-shaped-gothic-trinket-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_9eb62f1e-c293-4d71-8722-4eb44f8c2178.png?v=1774045807,2,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,,,,,,,,,,,,,,,
black-gothic-coffin-shaped-gothic-trinket-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/28ad835c411510736eb1f7b68bf0cb63ecc88817d3fbc8d12886b18f42822fe3.jpg?v=1774045807,3,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,,,,,,,,,,,,,,,
black-gothic-coffin-shaped-gothic-trinket-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2d526037cd1e6d8a71af892b962774273783e004effeeefdfc7646577b5bf1c6.jpg?v=1774045807,4,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,,,,,,,,,,,,,,,
black-gothic-coffin-shaped-gothic-trinket-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/1168c899010a88f17f6f931cd5ace24c4c09953ac48c046ad0c6dd98055d7698.jpg?v=1774045807,5,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,,,,,,,,,,,,,,,
black-gothic-coffin-shaped-gothic-trinket-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/47adadf3f5667cd8ecdee8cda6119bf1d5fc789bf8cb64752a4f412d853cab50.jpg?v=1774045807,6,Black resin coffin-shaped gothic trinket tray for dark altar vanity and home decor,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,Witching Hour White Sage Gothic Candle,"Indulge your senses with an enchanting blend of darkness and allure with this Witching Hour fragranced candle. Infused withthe captivating scent of white sage, its bewitching aroma will put you under its spell. Packaged in a matching sliding boxthat's great for gifting and shop displays. Approximately 21 hours burn time. Designed by Something Different and part of the'Midnight Rituals' range of gothic home fragrance gifts.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,MR_81223,400.0,shopify,deny,manual,17.00,,true,true,,,,,'5056131143722,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_b5ba03df-e8b8-4b37-ac89-0e1c8a355ab3.png?v=1774039042,1,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,false,Gothic Sage Candle | Witching Hour Ritual Candle,"White sage gothic candle for ritual and home ambiance. Cleansing, atmospheric, and hauntingly beautiful dark decor.",,,,,,,,,g,,4.90,active
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/3b240f2143719d1bcf6d14b3474549969eb27f94a553abfce8753a9e234a90e4.jpg?v=1774039042,2,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/c15d7fc5fd231ccb8f6139132f918d09c0d3d87c0009340da9104a1895534ace.jpg?v=1774039042,3,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/7c0a1f52ce7abcdc92715f2efbfc1a85cef13d2fadfe8a96483d3f8f9d767090.jpg?v=1774039042,4,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/e529a59369dbefde8fcd6e98199b21875c990edf1fd3cfb0bbfa2fdb63789f59.jpg?v=1774039042,5,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/659dceb0d1a27f5d8f9470f44731cf4e57607e5f780e358c27c37f5009031ec0.jpg?v=1774039042,6,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/a176e7fc511856972a0b9b3eb432a3c2c4f5baee110465d910e1ec44052f1872.jpg?v=1774039042,7,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
witching-hour-white-sage-gothic-candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_e5405b6c-b1eb-46fa-9e7d-c6219945284d.png?v=1774035660,8,Charmed and Dark Witching Hour white sage gothic jar candle with dark label on ritual altar,,,,,,,,,,,,,,,
spooky-gingerbread-man-gothic-christmas-ornament,Spooky Gingerbread Man Gothic Christmas Ornament,"Hang a little mischief on your Christmas tree with this spooky gingerbread man hanging ornament. The gingerbread man design with a dark twist is perfect for those who think Christmas should come with a side of screams. Whether for yourself or for a cheeky stocking filler, this ornament is sure to make a statement. Designed by Something Different Wholesale and part of the Merry Creepmas collection of hauntingly festive gifts and home décor.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,ME_28126,60.0,shopify,deny,manual,7.20,,true,true,,,,,'5056131168282,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_04685fa4-3dce-4f3c-8a19-5fb23c65efc4.png?v=1774049696,1,Spooky gothic gingerbread man glass Christmas ornament for dark holiday Creepmas decor,false,Gothic Gingerbread Ornament | Spooky Creepmas Decor,Spooky gingerbread man gothic Christmas ornament. Dark holiday Creepmas decor for gothic homes and alternative Christmas style.,,,,,,,,,g,,3.00,active
spooky-gingerbread-man-gothic-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/34ccadf3472bd3fd5eb0e148969f34b615f134c9836d0af1bbb5ebe951ade3b7.jpg?v=1774049696,2,Spooky gothic gingerbread man glass Christmas ornament for dark holiday Creepmas decor,,,,,,,,,,,,,,,
spooky-gingerbread-man-gothic-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/6920b2315db0998eae0e9ddc7cdccd6147109c5d86e8136c7962ac152d4ea6cd.jpg?v=1774049696,3,Spooky gothic gingerbread man glass Christmas ornament for dark holiday Creepmas decor,,,,,,,,,,,,,,,
spooky-gingerbread-man-gothic-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/a56a0fbec90b9d7f7c5e4fb44d0874b71406cc3bc54f0722555a1e31b30f70c3.jpg?v=1774049696,4,Spooky gothic gingerbread man glass Christmas ornament for dark holiday Creepmas decor,,,,,,,,,,,,,,,
spooky-gingerbread-man-gothic-christmas-ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/5c80eb3183de9b9df7a71788b174278d4340e146d0ed23af1565ca8dfdbd7a0d.jpg?v=1774049696,5,Spooky gothic gingerbread man glass Christmas ornament for dark holiday Creepmas decor,,,,,,,,,,,,,,,
mystic-raven-gothic-pillar-candle-holder,Mystic Raven Gothic Pillar Candle Holder,"This resin candle holder features a raven perched dramatically on a gothic-inspired base, perfect for holding your favourite pillar candles. A striking centrepiece for gothic dining tables or mantelpieces. Designed by Something Different Wholesale and part of the Mystic Raven collection of gothic home décor and accessories.",Something Different Wholesale,Uncategorized,,,true,Title,Default Title,,,,,,,,RV_91325,315.0,shopify,deny,manual,18.00,,true,true,,,,,'5056131164611,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/processed-image_2c3f574a-010e-4999-a3f9-77595e159108.png?v=1774040109,1,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,false,Gothic Raven Candle Holder | Mystic Dark Decor,Mystic raven gothic pillar candle holder. Dark atmospheric home decor for ritual settings and gothic alternative interiors.,,,,,,,,,g,,6.00,active
mystic-raven-gothic-pillar-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/462644d126dcaba493fece27686f3f17e291eb6897862621519242ed98ec4b9c.jpg?v=1774040109,2,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,,,,,,,,,,,,,,,
mystic-raven-gothic-pillar-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/da6cc22eefab96aad212e23644b5689032b52a4e8a550944c1ee573d7c91c6d3.jpg?v=1774040109,3,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,,,,,,,,,,,,,,,
mystic-raven-gothic-pillar-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0861/2079/2098/files/2d32cdf2d5b62187a09d1b104925d526c42dcd76b1255d5c82dbbb70febe70a9.jpg?v=1774040109,4,Mystic raven gothic pillar candle holder in dark finish for atmospheric ritual decor,,,,,,,,,,,,,,,
