SKU,Name,Alternate Id,Options,Suggested Category,Price,Sale Price,Currency,QTY,Hidden,Image URL,Description
XN-THE-SHD-SPR,The Shadow Spire Trio – Matte Black 3-Piece Candlestick Set,xn-the-shadow-spire-trio-matte-black-3-piece-candlestick-set-jl30b,,Dining & Serveware,$58.00 ,$34.80 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20dramatic%20scene%20showing%20the%20trio%20lit%20on%20a%20wit.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20three%20graduated%2C%20hand-forged%20matte%20blac.jpg,"Create a cathedral of shadows in your own home with The Shadow Spire Trio . This essential set includes three matte black candle holders of graduated heights, designed to bring depth and drama to your lighting display. Forged from durable metal with a sleek, light-absorbing matte finish, these holders feature a classic silhouette that complements any aesthetic—from minimal modern witch to Victorian gothic. The varying heights allow you to create a tiered ""altar effect"" on your dining table, mantle, or vanity. Sturdy and substantial, they are designed to hold standard taper candles securely. Pair them with black, blood red, or beeswax candles to set the mood for your next ritual or dinner party. Key Features: Complete Trio: Includes three holders of different heights (Max height: 12"") for a dynamic display. Matte Black Finish: deep, non-reflective finish for a true ""void"" aesthetic. Heavy-Duty Build: Weighs over 1.6 lbs collectively for stability. Classic Silhouette: Timeless design that fits year-round, not just for Halloween. Standard Fit: Designed for standard taper candles (candles not included)."
XN-THE-MDN-CFF,The Midnight Coffin Vanity Tray – Matte Black Trinket Dish,xn-the-midnight-coffin-vanity-tray-matte-black-trinket-dish-vz69a,,Dining & Serveware,$18.00 ,$10.80 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20on%20an%20antique%20wooden%20dresser%20with%20silve.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20wooden%20coffin%20tray%20styled%20as%20a%20wit.jpg,"Organize your most precious artifacts in a vessel worthy of their power. The Midnight Coffin Vanity Tray serves as a resting place for your daily essentials, blending macabre shape with practical design. Constructed from smooth, matte black MDF, this coffin-shaped tray features raised edges and convenient cutout handles. It is the perfect size for a bedside catch-all, a vanity organizer for your silver jewelry, or a compact altar tray for crystals and sage. Simple, sleek, and undeniably gothic, it adds a subtle edge to any surface in your crypt. Key Features: Iconic Silhouette: Distinctive coffin shape for a classic gothic aesthetic. Versatile Use: Perfect for jewelry, keys, crystals, or small candles. Practical Design: Features cutout handles and raised sides to keep items secure. Lightweight & Durable: Made from smooth black MDF wood. Compact Size: Ideal for vanities, nightstands, or coffee tables."
XN-THE-MDN-BLM,The Midnight Bloom Tealight Holder – Matte Black Resin Rose,xn-the-midnight-bloom-tealight-holder-matte-black-resin-rose-wl30b,,Drinkware,$12.00 ,$7.20 ,USD,7,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20resin%20rose-shaped%20tealight%20holder%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20rose%20tealight%20holder%20with%20a%20glowin.jpg,"Capture the allure of a romance that lasts forever with The Midnight Bloom Tealight Holder . Sculpted from durable resin, this holder captures the delicate, unfolding petals of a rose in full bloom, finished in a deep, matte black. It cradles a single standard tealight at its center, allowing the flame to illuminate the dark petals from within. Perfect for a Victorian gothic vanity, a romantic dinner setting, or as a symbolic offering on your altar, this flower never fades and never wilts. Place them in pairs to create a moody, floral shrine. Key Features: Intricate Detail: Realistic, sculpted rose petals in an open bloom design. Matte Black Finish: Smooth, dark surface that coordinates with any gothic decor. Standard Fit: Designed to hold one standard metal-cup tealight. Durable Material: Made of high-quality, heat-resistant polyresin. Compact Size: A subtle but striking accent for small spaces."
XN-THE-TWL-BLS,The Twilight Blush Ritual Candle – Black Rose & Cork,xn-the-twilight-blush-ritual-candle-black-rose-cork-8e75a,,Drinkware,$16.00 ,$9.60 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20scented%20candle%20with%20a%20natural%20cork.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20scented%20candle%20with%20a%20cork%20lid%20fea.jpg,"Ignite the magic of the evening with The Twilight Blush Ritual Candle . Infused with the captivating scent of dark roses and twilight musk, this candle is designed to put you under its spell. Housed in a sleek black glass vessel, it features a natural cork lid printed with a mystical starburst rose design. The ""Twilight Blush"" fragrance offers an enchanting blend of darkness and allure—perfect for setting the mood during meditation, tarot readings, or a relaxing soak in the tub. Packaged in a matching gothic slide-box, it makes an effortless gift for the modern witch or a treat for your own altar. Key Features: Scent Profile: Twilight Blush (a mysterious, floral blend). Eco-Luxe Design: Reusable black glass jar with a printed natural cork lid. Gift-Ready: Comes in a matching illustrated slide-out box. Burn Time: Approximately 21 hours of illumination. Dimensions: 14.1 oz (400g) total weight."
XN-THE-RVN-WTC,The Raven’s Watch Pillar Stand – Gothic Candle Holder,xn-the-ravens-watch-pillar-stand-gothic-candle-holder-5e75aqi,,Dining & Serveware,$22.00 ,$13.20 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20raven%20pillar%20candle%20holder%20with%20a%20lit%20b.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20textured%20resin%20pillar%20candle%20holder%20feat.jpg,"Invite the mystery of the macabre into your home with The Raven’s Watch Pillar Stand . This striking piece features a realistic black raven perched upon the base of a textured, cast-iron style column. Silent and observant, the bird stands guard beneath the flame of your favorite pillar candle. Crafted from high-quality resin with a matte black finish, it mimics the look of heavy antique metal without the weight. Perfect for a literary-themed library, a dedicated altar, or as a centerpiece for a ""dinner in the dark,"" this holder creates an atmosphere of timeless gothic romance. Key Features: Sculptural Detail: Features a realistic raven perched at the base. Textured Finish: Matte black resin designed to look like aged cast iron. Pillar Perfect: Wide top plate designed to securely hold standard pillar candles. Literary Vibe: A perfect homage to Edgar Allan Poe and classic gothic tales. Dimensions: Stands approx. 6-7 inches tall (perfect for mantels)."
XN-THE-GLM-GNG,The Gloomy Gingerbread – Spooky Gothic Creepmas Ornament,xn-the-gloomy-gingerbread-spooky-gothic-creepmas-ornament-qs38a,,Decor Objects,$12.00 ,$7.20 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20gingerbread%20man%20Christmas%20ornament.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20'Ginger-dead'%20man%20ornament%20with%20a%20.jpg,"Who says Christmas has to be merry? Hang a little mischief on your tree with The Gloomy Gingerbread . This isn't your grandmother's cookie. This ""Ginger-dead"" man features a burnt-black finish, white ""X"" eyes, and a delightfully tragic sad face. Adorned with a bright red bow tie and traditional icing squiggles, he brings a perfect touch of dark humor to your holiday setup. He is the ideal stocking stuffer for the goth who loves Christmas (but only the spooky parts) or the perfect finishing touch for a black Christmas tree. Key Features: Creepmas Aesthetic: A dark twist on the classic gingerbread man. Detailed Design: Features ""X"" eyes, a sad frown, and a pop of red with a festive bow. Ready to Hang: Comes with a durable black ribbon loop. Durable Build: Made from lightweight but sturdy resin. Perfect Gift: A cheeky stocking stuffer or secret Santa gift for horror lovers."
XN-THE-WTC-HR,The Witching Hour Ritual Candle – White Sage Cleansing Blend,xn-the-witching-hour-ritual-candle-white-sage-cleansing-blend-r690b,,Drinkware,$16.00 ,$9.60 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20'Witching%20Hour'%20scented%20candle%20wit.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Witching%20Hour%20White%20Sage%20candle%20styled%20on%20a%20go.jpg,"Clear the energy and reset your sanctuary with The Witching Hour Ritual Candle . When the clock strikes twelve—or whenever you need a fresh start—light this candle to release the purifying aroma of white sage. Unlike the smoke of burning bundles, this candle offers a cleaner, softer way to banish negative vibes and invite clarity into your space. Housed in a reusable black glass vessel, it features a natural cork lid printed with a classic flying witch silhouette. Packaged in a matching gothic slide-box, it is an essential tool for your altar, a thoughtful housewarming gift, or a daily ritual for peace of mind. Key Features: Scent Profile: White Sage (herbal, fresh, and purifying). Ritual Ready: Perfect for cleansing a space without the heavy smoke of smudge sticks. Eco-Luxe Design: Black glass jar with a printed natural cork lid (Witch motif). Gift-Ready: Comes in a matching illustrated slide-out box. Burn Time: Approximately 21 hours."
XN-THE-BSD-TWS,The Obsidian Twist – Glossy Black Spiral Taper Candles (Pair),xn-the-obsidian-twist-glossy-black-spiral-taper-candles-pair-cs61b,,Dining & Serveware,$20.00 ,$12.00 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Pair%20of%20glossy%20black%20spiral%20taper%20candles%20with.jpg,"Elevate your illumination with The Obsidian Twist Taper Set . These aren't just candles; they are sculptural art for your altar or dining table. Hand-dipped and carefully formed into a mesmerizing spiral shape, these 10-inch candles add texture, movement, and modern gothic elegance to any setting. The glossy black wax catches the light even when unlit, acting as a striking piece of decor. When lit, the flame dances down the curves of the spiral, creating a unique shadow play. Perfect for fitting into standard taper holders (like our Ravenwood or Shadow Spire sets), they are the ultimate finishing touch for a witchy dinner party or a sophisticated dark home. Key Features: Sculptural Design: Modern spiral/twisted shape adds artistic flair. High-Gloss Finish: Deep black wax that shines in the light. Standard Fit: 0.87"" base fits most standard taper candle holders. Impressive Height: 10"" (25.5cm) tall for dramatic verticality. Set of Two: Includes two matching handmade candles. Burn Time: 4+ hours of steady burn time."
XN-THE-SRP-S,The Serpent's Coil – Sculpted 3D Snake Taper Candles (Pair),xn-the-serpents-coil-sculpted-3d-snake-taper-candles-pair-gl30b,,Dining & Serveware,$24.00 ,$14.40 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20candles%20with%20gold%20snakes%2C%20styled%20for%20lux.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Tall%20white%20taper%20candle%20featuring%20a%20sculpted%20b.jpg,"Invite the ancient symbol of wisdom and rebirth to your altar with The Serpent's Coil Taper Set . These aren't ordinary candles; they are miniature sculptures. Each tall white taper features a lifelike, 3D snake coiled tightly around the shaft, hand-painted with intricate scale details. When lit, the melting wax creates a dramatic interplay between the pristine candle and the winding serpent. Available in two distinct finishes to match your aesthetic: The Gilded Serpent: A white candle wrapped in a shimmering Gold Snake for a touch of opulence. The Shadow Serpent: A white candle wrapped in a matte Black Snake (with gold accents) for a darker, witchy vibe. Burn them during rituals of transformation or place them on your dining table to captivate your guests. Key Features: 3D Sculpted Design: Features a realistic snake wrapped around the wax. Two Style Options: Choose between Gold or Black snake finishes. Clean Burning: Smokeless wax for a pure, steady flame. Statement Size: 10"" (25cm) tall, perfect for standard taper holders. Set of Two: Each box contains two matching candles."
XN-THE-SRP-S-THE-GLD,The Serpent's Coil – Sculpted 3D Snake Taper Candles (Pair),xn-the-serpents-coil-sculpted-3d-snake-taper-candles-pair-gl30b,The Gilded Serpent: Gold,Candles & Scent,$24.00 ,$14.40 ,USD,2,False,,
XN-THE-SRP-S-THE-SHD,The Serpent's Coil – Sculpted 3D Snake Taper Candles (Pair),xn-the-serpents-coil-sculpted-3d-snake-taper-candles-pair-gl30b,The Shadow Serpent: Black,Candles & Scent,$24.00 ,$14.40 ,USD,2,False,,
XN-THE-CRM-FD,The Crimson Fade Spiral – Metallic Blood Ombre Tapers (4-Pack),xn-the-crimson-fade-spiral-metallic-blood-ombre-tapers-4-pack-fe32b,,Candles & Scent,$38.00 ,$22.80 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20as%20a%20complete%20set%20on%20a%20dining%20table%20to%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20four%20lit%20spiral%20taper%20candles%20featuring.jpg,"Ignite a passion that burns from purity to desire with The Crimson Fade Spiral Tapers . This set of four handcrafted candles features a mesmerizing ombre design. Beginning with a ghost-white tip, the wax transitions seamlessly into a deep, metallic blood-red base. The twisted, spiral shape adds modern movement, while the high-gloss finish on the red section catches the candlelight with a liquid-like shine. Perfect for a vampire-themed dinner party, a romantic gothic evening, or rituals focused on love and vitality. These dripless, smokeless tapers burn cleanly, letting their colors tell the story. Key Features: Striking Ombre: Gradient design fades from matte white to metallic blood red. Sculptural Spiral: Twisted shape adds elegance and texture. Metallic Finish: The red base features a shimmering, glossy coating. Clean Burn: Smokeless and dripless for a mess-free experience. Set of Four: Includes four matching tapers, perfect for a full candelabra display. Dimensions: Approx. 7.5"" tall with a standard base fit."
XN-THE-BLD-MN,The Blood Moon Spiral – Solid Crimson Taper Set (4-Pack),xn-the-blood-moon-spiral-solid-crimson-taper-set-4-pack-ps38a,,Candles & Scent,$34.00 ,$20.40 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20four%20solid%20crimson%20red%20spiral%20taper%20can.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20set%20of%20five%20solid%20red%20spiral%20taper%20candles%20a.jpg,"Saturate your sanctuary in the color of vitality and passion with The Blood Moon Spiral Tapers . This set of four handcrafted candles features a deep, solid crimson hue from wick to base. The twisted, spiral silhouette adds a modern edge to the classic taper, while the vibrant red wax provides a striking contrast against dark decor. Unlike traditional holiday candles, these are designed for the dark romantic. Whether used for a love spell, a vampire-themed feast, or to represent the element of Fire on your altar, they burn with a clean, steady flame for up to 8 hours. Key Features: Solid Crimson: Rich, deep red color throughout (no gradient). Sculptural Spiral: Twisted shape catches the light and adds texture. Clean Burn: Smokeless, dripless, and non-toxic paraffin wax. Long Lasting: 8-hour burn time for extended rituals or parties. Set of Four: Includes four matching candles in a gift-ready box. Dimensions: Approx. 7.5"" (18.5cm) tall."
XN-THE-VRD-GRD,The Verdant Gradient – Spiral Taper Candle Set (4-Pack),xn-the-verdant-gradient-spiral-taper-candle-set-4-pack-q667a,,Dining & Serveware,$36.00 ,$21.60 ,USD,2,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Four%20lit%20spiral%20taper%20candles%20showing%20a%20green%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/477bbc19745f37bb3dd512b3db61261d83ef789ea5bc2.webp,"Bring the stillness of the deep woods into your home with The Verdant Gradient Taper Set . This curated collection of four handcrafted spiral candles captures the many shades of the forest. The set creates a perfect tonal gradient, ranging from a whisper-light hemlock green, through calming sage, to a rich, dark moss. The twisted shape evokes vines climbing a trellis or roots winding through the earth. Perfect for Yule celebrations, Earth elemental rituals, or simply adding a touch of biophilic gothic charm to your dining table. Burn them together to create a lush, living centerpiece. Key Features: Tonal Gradient: Includes four distinct shades of green (Pale, Sage, Olive, and Forest). Sculptural Spiral: Twisted vine-like shape adds organic texture. Earth Element: Perfect for green witches, herbalists, and nature lovers. Clean Burn: Smokeless, dripless, and non-toxic high-quality wax. Set of Four: Includes four candles in a gift-ready box. Dimensions: Approx. 9.6"" (24.5cm) tall."
